Var1,Var2
-25,25.0596917184444
-24.999,25.1206663182501
-24.998,25.1574001535394
-24.997,25.0323382439728
-24.996,25.0353243643308
-24.995,24.9872746989343
-24.994,24.9772748684013
-24.993,24.9770024074619
-24.992,24.9864806677665
-24.991,24.9998947230078
-24.99,25.0135926298661
-24.989,25.0047075302662
-24.988,24.9769334040524
-24.987,24.9621732585456
-24.986,24.9301138091057
-24.985,24.9467752125743
-24.984,24.9382185016186
-24.983,24.9409207347727
-24.982,24.9964456997407
-24.981,24.9950316131349
-24.98,24.984578571345
-24.979,24.9789361296407
-24.978,24.9535340483113
-24.977,24.9558991583267
-24.976,24.977364790507
-24.975,24.9907734339531
-24.974,25.006827363024
-24.973,24.9850096978888
-24.972,24.9529578265784
-24.971,24.9210298550033
-24.97,24.9273849896002
-24.969,24.9767330621368
-24.968,25.0051189213703
-24.967,25.0548611642048
-24.966,25.0094544882396
-24.965,24.946724166241
-24.964,24.9014356101352
-24.963,24.8684427916604
-24.962,24.7944688608663
-24.961,24.8659034938052
-24.96,24.8369722052235
-24.959,24.9467913213055
-24.958,24.9768781556851
-24.957,25.0007465903462
-24.956,24.9748822634194
-24.955,24.9847004965507
-24.954,24.949715670998
-24.953,24.9371628499401
-24.952,24.9254845068326
-24.951,24.9011298320195
-24.95,24.9150593547821
-24.949,24.893045771966
-24.948,24.9186795301702
-24.947,24.9037320079506
-24.946,24.927086282348
-24.945,24.9418598812463
-24.944,24.9462534503096
-24.943,24.9377286750559
-24.942,24.8972620280962
-24.941,24.8629510281818
-24.94,24.8259748905412
-24.939,24.9379518115875
-24.938,24.9402771041827
-24.937,24.9400247722592
-24.936,24.9260834245439
-24.935,24.9216354718555
-24.934,24.9363872149891
-24.933,24.9494966382375
-24.932,24.9342165612426
-24.931,24.9028850159313
-24.93,24.8538228856884
-24.929,24.8599682771971
-24.928,24.933034202929
-24.927,24.9163995163865
-24.926,24.9111526775242
-24.925,24.9372581842325
-24.924,24.933876936929
-24.923,25.0385671436412
-24.922,25.009456748258
-24.921,24.7422480813062
-24.92,24.8879441325314
-24.919,24.9496383946769
-24.918,24.9767533153675
-24.917,24.9109153332865
-24.916,24.8977150664247
-24.915,24.891092128351
-24.914,24.9245313575209
-24.913,24.9242668089184
-24.912,24.9054314559983
-24.911,24.8916349440796
-24.91,24.8850532671573
-24.909,24.9036934353964
-24.908,24.9209807110382
-24.907,24.9386434441276
-24.906,24.9245216288893
-24.905,24.8874185658991
-24.904,24.8695252855894
-24.903,24.8296817337157
-24.902,24.85610085815
-24.901,24.8504273857987
-24.9,24.9095055339873
-24.899,24.921807711851
-24.898,24.9126470540424
-24.897,24.8915916240222
-24.896,24.8698004482246
-24.895,24.8246222159723
-24.894,24.8057149961322
-24.893,24.7426349819122
-24.892,24.7924169571631
-24.891,24.8656060094268
-24.89,24.8453609898549
-24.889,24.8410134075557
-24.888,24.9036042566492
-24.887,24.9280293174553
-24.886,24.9338981624906
-24.885,24.9439758400296
-24.884,24.8745238950948
-24.883,24.8592623413858
-24.882,24.8540721282617
-24.881,24.8287316583995
-24.88,24.8161781791471
-24.879,24.8783171684838
-24.878,24.885093865539
-24.877,24.8986916241211
-24.876,24.9072267668761
-24.875,24.8982676390854
-24.874,24.899804119716
-24.873,24.8902374606166
-24.872,24.8538450774798
-24.871,24.867165366207
-24.87,24.8879233558544
-24.869,24.9228348882612
-24.868,24.9541333799613
-24.867,24.9390528837632
-24.866,24.9891197902281
-24.865,24.9112764582159
-24.864,24.9238761384946
-24.863,24.8496924888167
-24.862,24.8189403716495
-24.861,24.7979158829963
-24.86,24.768987999647
-24.859,24.7590781141176
-24.858,24.8627323899366
-24.857,24.8852689930449
-24.856,24.9002248654604
-24.855,24.8849890779347
-24.854,24.9118220489183
-24.853,24.84939413633
-24.852,24.807218215149
-24.851,24.8484124198469
-24.85,24.9966719193606
-24.849,24.8619910232978
-24.848,24.6669394412767
-24.847,24.8780617765363
-24.846,25.0037999783756
-24.845,24.8199749264008
-24.844,24.7557762631476
-24.843,24.8601222757203
-24.842,24.9143452637505
-24.841,24.9184478910503
-24.84,24.8170941769096
-24.839,24.788073064433
-24.838,24.7500688564908
-24.837,24.8426782428073
-24.836,24.8683331018009
-24.835,24.8291133255698
-24.834,24.8111663279766
-24.833,24.8153357952661
-24.832,24.8552798775691
-24.831,24.8618781754229
-24.83,24.8759275318174
-24.829,24.8055701618054
-24.828,24.7530738313531
-24.827,24.7828529098501
-24.826,24.7694458522207
-24.825,24.8741195667209
-24.824,24.9064816067209
-24.823,24.9740922951917
-24.822,24.8777458829624
-24.821,24.7875808267269
-24.82,24.7202691042395
-24.819,24.6893942859252
-24.818,24.5815701648433
-24.817,24.6720359786123
-24.816,24.5904001466865
-24.815,24.728607422197
-24.814,24.682427625419
-24.813,24.7800880145652
-24.812,24.7562373626485
-24.811,24.7393813587723
-24.81,24.7876410185783
-24.809,24.7788366461005
-24.808,24.7987811590094
-24.807,24.7936562461515
-24.806,24.801951055062
-24.805,24.7988531509624
-24.804,24.8020366876485
-24.803,24.8030508096371
-24.802,24.8231600526959
-24.801,24.8194554442393
-24.8,24.9146582815495
-24.799,24.88105520649
-24.798,24.6389497767106
-24.797,24.8173563142212
-24.796,24.8632381028476
-24.795,24.7550217085815
-24.794,24.7463291252785
-24.793,24.8184701160966
-24.792,24.8249127566698
-24.791,24.8239972701471
-24.79,24.6948076922436
-24.789,24.6842817413294
-24.788,24.7886181708079
-24.787,24.7962940973207
-24.786,24.7792230984418
-24.785,24.7882010991855
